satellite_1,satellite_2,distance_km,relative_speed_km_s,altitude_diff_km,inclination_diff_deg,object_type_risk,time_to_event_hours,collision_occurred,collision_probability
DEBRIS_A,Hubble,11.57,4.096,137,23.2,0.8,48.21292435396689,0,0.99
ISS,Cosmos-1408 Debris,2.022,7.385,7,30.9,0.9,87.72967468756129,0,0.6447
Envisat,ISS,11.048,12.118,374,46.9,0.2,0.77573228711769,0,0.9079
DEBRIS_A,Envisat,0.73,12.997,372,46.9,0.8,28.608581328700563,0,0.1263
DEBRIS_A,Iridium-33 Debris,4.341,13.976,370,34.8,0.9,11.064957432881293,0,0.4447
ISS,Tiangong,3.92,3.311,19,10.2,0.2,67.17845064206041,0,0.7968
Iridium-33 Debris,Starlink-1001,27.104,9.902,230,33.4,0.9,10.933312823294559,0,0.99
Starlink-1001,DEBRIS_B,5.844,6.507,2,24.5,0.8,80.60507444458406,0,0.9289
Cosmos-1408 Debris,Iridium-33 Debris,4.346,4.409,365,3.8,0.9,61.77126263369736,0,0.934
Tiangong,Envisat,1.873,6.312,393,57.1,0.2,60.67838602821452,0,0.3643
Hubble,Starlink-1001,4.762,11.959,3,24.5,0.2,90.85395591583274,0,0.3086
Hubble,Cosmos-1408 Debris,9.926,9.598,132,54.1,0.9,103.50009945040392,0,0.9798
Starlink-1001,DEBRIS_A,1.703,0.815,140,1.4,0.8,131.88675073227742,0,0.9009
DEBRIS_B,Hubble,11.587,12.275,1,0.0,0.8,40.01198252043753,0,0.9761
DEBRIS_A,Tiangong,18.872,5.519,21,10.2,0.8,133.0593992460868,0,0.99
Hubble,Starlink-1001,19.628,6.835,3,24.5,0.2,52.47640654229852,0,0.99
ISS,Tiangong,7.346,1.808,19,10.2,0.2,141.5480609141452,0,0.9715
DEBRIS_B,Tiangong,15.589,2.758,159,13.0,0.8,162.74318153060523,0,0.99
Tiangong,ISS,4.089,12.069,19,10.2,0.2,66.2788226444895,0,0.2358
Starlink-1001,Hubble,0.085,6.293,3,24.5,0.2,73.44171208390364,1,0.1907
Iridium-33 Debris,DEBRIS_A,15.108,1.313,370,34.8,0.9,19.357104486072064,0,0.99
Starlink-1001,DEBRIS_B,7.998,11.581,2,24.5,0.8,164.65246275352504,0,0.8933
GPS-79,Iridium-33 Debris,7.097,5.978,19420,31.4,0.9,77.31870799627148,0,0.9722
Envisat,Tiangong,21.692,1.69,393,57.1,0.2,154.14241137065156,0,0.99
Cosmos-1408 Debris,Tiangong,6.075,8.821,26,41.1,0.9,130.96009380760484,0,0.8995
Cosmos-1408 Debris,Starlink-1001,39.984,4.31,135,29.6,0.9,48.529403780801594,0,0.99
DEBRIS_B,DEBRIS_A,0.544,14.623,138,23.2,0.8,2.506429988191351,0,0.0748
DEBRIS_A,Cosmos-1408 Debris,20.278,2.05,5,30.9,0.9,134.02065231553325,0,0.99
Starlink-1001,Envisat,0.972,2.285,232,45.5,0.2,24.701685141291804,0,0.55
Starlink-1001,Iridium-33 Debris,4.218,9.788,230,33.4,0.9,93.03751273929882,0,0.7257
GPS-79,Hubble,12.952,14.264,19653,26.5,0.2,24.972910455586874,0,0.9307
Starlink-1001,ISS,42.111,9.696,142,1.4,0.2,15.484086747430997,0,0.99
ISS,Iridium-33 Debris,10.894,0.389,372,34.8,0.9,47.52658377198693,0,0.99
Hubble,Iridium-33 Debris,12.524,10.569,233,57.9,0.9,103.13643154405075,0,0.99
GPS-79,Starlink-1001,3.688,11.606,19650,2.0,0.2,38.3033500195333,0,0.2249
Iridium-33 Debris,ISS,41.707,9.834,372,34.8,0.9,163.04302893757526,0,0.99
Tiangong,Iridium-33 Debris,39.874,9.987,391,44.9,0.9,51.402032078077546,0,0.99
GPS-79,Tiangong,28.347,7.297,19811,13.5,0.2,112.51965249113071,0,0.99
Cosmos-1408 Debris,Tiangong,23.813,0.649,26,41.1,0.9,112.25428489155533,0,0.99
ISS,Tiangong,8.286,10.687,19,10.2,0.2,145.78496247871377,0,0.792
Iridium-33 Debris,DEBRIS_B,6.714,9.346,232,57.9,0.9,111.91562731375089,0,0.9132
Cosmos-1408 Debris,Tiangong,27.022,7.247,26,41.1,0.9,147.72920231991796,0,0.99
GPS-79,ISS,1.706,4.172,19792,3.4,0.2,67.6419093735565,0,0.5004
DEBRIS_B,Tiangong,13.268,14.123,159,13.0,0.8,102.65067890018187,0,0.982
DEBRIS_B,DEBRIS_A,30.616,3.357,138,23.2,0.8,76.64951765429299,0,0.99
Hubble,Starlink-1001,16.023,5.918,3,24.5,0.2,58.985336866934645,0,0.99
Envisat,Cosmos-1408 Debris,11.168,8.231,367,16.0,0.9,47.260916656762404,0,0.99
Envisat,Starlink-1001,21.069,0.671,232,45.5,0.2,4.647345645656078,0,0.99
Starlink-1001,GPS-79,6.13,10.511,19650,2.0,0.2,79.63527227103489,0,0.5773
Hubble,GPS-79,7.899,3.544,19653,26.5,0.2,164.52446956638235,0,0.964
Envisat,Cosmos-1408 Debris,19.41,9.186,367,16.0,0.9,97.45416783325396,0,0.99
Starlink-1001,Envisat,10.202,0.344,232,45.5,0.2,13.928601930610306,0,0.99
Tiangong,Envisat,10.549,3.605,393,57.1,0.2,146.99769680347896,0,0.99
Starlink-1001,Envisat,5.947,10.385,232,45.5,0.2,10.347561348446627,0,0.5641
Envisat,GPS-79,84.396,0.335,19418,43.5,0.2,162.5667670041548,0,0.99
Starlink-1001,Cosmos-1408 Debris,6.72,10.791,135,29.6,0.9,100.77896530485047,0,0.8724
Tiangong,Cosmos-1408 Debris,28.933,11.012,26,41.1,0.9,13.414885511093571,0,0.99
Hubble,GPS-79,10.842,11.154,19653,26.5,0.2,114.76525623372022,0,0.9224
Envisat,DEBRIS_B,52.649,11.734,234,70.1,0.8,47.547000783051686,0,0.99
Tiangong,Starlink-1001,16.848,11.7,161,11.5,0.2,146.83740090927918,0,0.99
Envisat,GPS-79,2.613,7.147,19418,43.5,0.2,128.15269998566345,0,0.3923
GPS-79,DEBRIS_B,5.747,2.204,19652,26.5,0.8,63.701210962156146,0,0.9784
ISS,DEBRIS_B,3.697,12.021,140,23.2,0.8,84.44716559012303,0,0.4607
Hubble,DEBRIS_A,7.377,8.857,137,23.2,0.8,97.17343348064995,0,0.9328
DEBRIS_B,Hubble,0.6,10.76,1,0.0,0.8,88.98692544759444,0,0.2095
DEBRIS_B,Tiangong,23.815,14.962,159,13.0,0.8,162.840475382749,0,0.99
DEBRIS_B,Envisat,4.219,6.035,234,70.1,0.8,55.358477825041504,0,0.8698
Starlink-1001,ISS,15.478,6.991,142,1.4,0.2,159.91350540648216,0,0.99
Tiangong,GPS-79,17.197,10.176,19811,13.5,0.2,85.21493700337435,0,0.99
ISS,Envisat,34.975,7.543,374,46.9,0.2,75.14089647359832,0,0.99
ISS,DEBRIS_B,6.54,6.403,140,23.2,0.8,113.20715371721795,0,0.9502
Cosmos-1408 Debris,Tiangong,8.018,4.939,26,41.1,0.9,142.18997083820315,0,0.987
DEBRIS_B,GPS-79,24.52,7.809,19652,26.5,0.8,115.14688431022897,0,0.99
Starlink-1001,DEBRIS_A,2.404,2.899,140,1.4,0.8,157.05203349816267,0,0.8735
Starlink-1001,Cosmos-1408 Debris,12.454,0.35,135,29.6,0.9,132.6552327886892,0,0.99
Starlink-1001,Hubble,4.248,11.117,3,24.5,0.2,131.23505525766498,0,0.3076
Hubble,DEBRIS_B,1.552,14.58,1,0.0,0.8,145.9037235686531,0,0.1194
Cosmos-1408 Debris,DEBRIS_A,6.24,1.643,5,30.9,0.9,30.93380239290393,0,0.9882
GPS-79,Envisat,2.366,9.473,19418,43.5,0.2,75.73346432162882,0,0.2212
DEBRIS_B,DEBRIS_A,66.964,9.547,138,23.2,0.8,60.724736046301715,0,0.99
Tiangong,Starlink-1001,8.058,5.232,161,11.5,0.2,2.0182889650897895,0,0.9458
DEBRIS_A,DEBRIS_B,30.366,14.953,138,23.2,0.8,130.90163370614886,0,0.99
Cosmos-1408 Debris,Hubble,5.259,11.428,132,54.1,0.9,40.45878688188318,0,0.7312
DEBRIS_A,Cosmos-1408 Debris,12.569,2.69,5,30.9,0.9,27.47609835946177,0,0.99
Iridium-33 Debris,Starlink-1001,1.152,6.166,230,33.4,0.9,56.735662987024284,0,0.6286
Hubble,DEBRIS_A,8.371,10.881,137,23.2,0.8,139.36634977944715,0,0.9256
Iridium-33 Debris,DEBRIS_B,10.747,4.145,232,57.9,0.9,138.97526998708906,0,0.99
Cosmos-1408 Debris,ISS,31.979,2.059,7,30.9,0.9,133.99167368081248,0,0.99
Envisat,Iridium-33 Debris,3.637,5.108,2,12.1,0.9,142.38196703251552,0,0.8895
DEBRIS_B,GPS-79,5.016,1.025,19652,26.5,0.8,51.136609335531816,0,0.9781
Tiangong,GPS-79,1.69,12.237,19811,13.5,0.2,104.79396934722104,0,0.0812
GPS-79,DEBRIS_A,39.024,4.417,19790,3.4,0.8,66.99819266738128,0,0.99
GPS-79,DEBRIS_B,2.139,5.808,19652,26.5,0.8,160.35637484651474,0,0.7165
GPS-79,Tiangong,20.899,12.636,19811,13.5,0.2,46.61849579764026,0,0.99
Envisat,Tiangong,3.054,4.291,393,57.1,0.2,86.73728855597952,0,0.6546
Hubble,ISS,41.921,14.872,139,23.2,0.2,88.52618480410673,0,0.99
DEBRIS_B,Tiangong,3.457,11.632,159,13.0,0.8,1.4921945886612864,0,0.4598
ISS,DEBRIS_A,6.174,14.143,2,0.0,0.8,167.5594896007727,0,0.6093
GPS-79,Envisat,7.923,1.22,19418,43.5,0.2,126.02872576610838,0,0.9819
Starlink-1001,DEBRIS_A,18.293,12.645,140,1.4,0.8,90.73972743491971,0,0.99
Cosmos-1408 Debris,DEBRIS_B,0.742,2.873,133,54.1,0.9,49.82243730299851,0,0.7874
Iridium-33 Debris,ISS,7.738,13.081,372,34.8,0.9,5.002263947070823,0,0.8513
DEBRIS_B,DEBRIS_A,10.381,10.912,138,23.2,0.8,84.92160730758995,0,0.9712
DEBRIS_B,Starlink-1001,7.091,8.699,2,24.5,0.8,14.585263183462306,0,0.9266
Hubble,ISS,15.38,0.795,139,23.2,0.2,132.76906234347248,0,0.99
Tiangong,GPS-79,9.242,10.08,19811,13.5,0.2,42.81188091072393,0,0.8805
DEBRIS_B,Starlink-1001,9.506,10.996,2,24.5,0.8,76.92046305169511,0,0.955
DEBRIS_A,Starlink-1001,9.785,8.092,140,1.4,0.8,91.74485862094842,0,0.9831
Envisat,Tiangong,1.034,13.867,393,57.1,0.2,44.41862681867827,0,0.0376
Cosmos-1408 Debris,Starlink-1001,11.96,2.819,135,29.6,0.9,141.26127937191626,0,0.99
ISS,Iridium-33 Debris,12.812,3.404,372,34.8,0.9,67.82363555478922,0,0.99
Hubble,Starlink-1001,5.859,14.132,3,24.5,0.2,7.089797672164768,0,0.287
Tiangong,Hubble,1.088,13.939,158,13.0,0.2,57.948713755483695,0,0.0378
Iridium-33 Debris,Tiangong,22.608,12.485,391,44.9,0.9,52.63304102485712,0,0.99
DEBRIS_A,Hubble,8.361,14.71,137,23.2,0.8,83.4063394358337,0,0.797
Iridium-33 Debris,GPS-79,1.697,11.446,19420,31.4,0.9,154.2481157783705,0,0.3132
Hubble,Cosmos-1408 Debris,1.27,9.602,132,54.1,0.9,80.20125710479194,0,0.3904
Cosmos-1408 Debris,Tiangong,12.916,12.311,26,41.1,0.9,32.57689018461493,0,0.9897
DEBRIS_B,Iridium-33 Debris,15.348,7.358,232,57.9,0.9,0.8740082498949352,0,0.99
DEBRIS_B,Tiangong,3.8,14.037,159,13.0,0.8,72.7189284599452,0,0.3293
Hubble,Envisat,21.138,4.531,235,70.1,0.2,156.77850003771638,0,0.99
GPS-79,Iridium-33 Debris,45.48,0.378,19420,31.4,0.9,60.021419080976905,0,0.99
DEBRIS_B,GPS-79,3.561,9.121,19652,26.5,0.8,84.34184730635319,0,0.6557
Cosmos-1408 Debris,Starlink-1001,2.422,7.318,135,29.6,0.9,22.417015377887157,0,0.6933
Iridium-33 Debris,ISS,20.409,8.979,372,34.8,0.9,160.287991172165,0,0.99
Tiangong,Iridium-33 Debris,20.561,8.916,391,44.9,0.9,90.86584240017764,0,0.99
DEBRIS_A,Starlink-1001,13.257,9.968,140,1.4,0.8,124.59632647318513,0,0.99
GPS-79,Starlink-1001,22.023,8.271,19650,2.0,0.2,117.39349918067725,0,0.99
Iridium-33 Debris,ISS,23.727,6.869,372,34.8,0.9,147.13360594581323,0,0.99
Cosmos-1408 Debris,Starlink-1001,18.595,3.237,135,29.6,0.9,124.15182520383497,0,0.99
Tiangong,Iridium-33 Debris,10.098,8.195,391,44.9,0.9,47.10155185672181,0,0.9878
Starlink-1001,Envisat,1.692,8.411,232,45.5,0.2,135.8892878368131,0,0.218
Envisat,Tiangong,1.743,7.79,393,57.1,0.2,66.38745728078345,0,0.2563
DEBRIS_B,Iridium-33 Debris,2.614,5.441,232,57.9,0.9,39.25510550557459,0,0.8138
Iridium-33 Debris,Tiangong,5.066,1.522,391,44.9,0.9,149.839676988189,0,0.9797
Starlink-1001,Hubble,0.231,3.478,3,24.5,0.2,163.2690313739833,0,0.371
Starlink-1001,GPS-79,9.246,1.329,19650,2.0,0.2,141.47165991537645,0,0.99
Iridium-33 Debris,DEBRIS_B,67.769,0.402,232,57.9,0.9,66.12490058666009,0,0.99
Hubble,ISS,1.215,1.902,139,23.2,0.2,165.93580545134964,0,0.6075
DEBRIS_A,DEBRIS_B,4.804,6.084,138,23.2,0.8,69.48484344286709,0,0.8981
Cosmos-1408 Debris,Hubble,34.351,0.129,132,54.1,0.9,124.13000296756114,0,0.99
GPS-79,DEBRIS_A,6.277,13.647,19790,3.4,0.8,153.10864059499565,0,0.6557
DEBRIS_B,Envisat,9.52,11.094,234,70.1,0.8,8.285608096336583,0,0.954
DEBRIS_A,Tiangong,1.705,3.091,21,10.2,0.8,151.24635074970382,0,0.8213
Tiangong,Starlink-1001,1.001,9.805,161,11.5,0.2,163.1126423958581,0,0.115
Iridium-33 Debris,Cosmos-1408 Debris,7.82,12.29,365,3.8,0.9,30.669152101480332,0,0.8832
ISS,Iridium-33 Debris,6.453,9.819,372,34.8,0.9,149.9274254629108,0,0.889
ISS,DEBRIS_A,3.425,3.09,2,0.0,0.8,11.053872256063627,0,0.9157
DEBRIS_B,GPS-79,43.392,4.871,19652,26.5,0.8,150.7102703368055,0,0.99
DEBRIS_A,Envisat,5.434,11.991,372,46.9,0.8,163.13214099557817,0,0.6726
Starlink-1001,DEBRIS_B,15.398,11.408,2,24.5,0.8,137.7850167422599,0,0.99
Envisat,Hubble,25.466,7.204,235,70.1,0.2,131.7232968773522,0,0.99
Iridium-33 Debris,Hubble,54.921,10.428,233,57.9,0.9,94.36729000651768,0,0.99
DEBRIS_A,DEBRIS_B,7.682,5.039,138,23.2,0.8,163.82645922692635,0,0.9807
Envisat,Tiangong,9.695,8.863,393,57.1,0.2,71.6058336836784,0,0.9301
Tiangong,Hubble,1.102,5.016,158,13.0,0.2,107.54675460409592,0,0.365
Tiangong,Iridium-33 Debris,8.536,8.643,391,44.9,0.9,162.5464716324999,0,0.97
Iridium-33 Debris,DEBRIS_A,22.381,3.275,370,34.8,0.9,45.94917385657905,0,0.99
Tiangong,Iridium-33 Debris,24.697,12.034,391,44.9,0.9,133.86985269964234,0,0.99
DEBRIS_B,DEBRIS_A,41.704,4.339,138,23.2,0.8,77.14122018278518,0,0.99
GPS-79,Envisat,13.95,12.921,19418,43.5,0.2,154.86060778402245,0,0.9707
Envisat,DEBRIS_A,6.173,8.017,372,46.9,0.8,117.1906936943159,0,0.9073
Starlink-1001,Iridium-33 Debris,10.074,3.361,230,33.4,0.9,31.182848581243295,0,0.99
DEBRIS_B,Starlink-1001,7.389,10.372,2,24.5,0.8,44.803993767639994,0,0.8987
Starlink-1001,Cosmos-1408 Debris,3.933,13.379,135,29.6,0.9,34.47255623747622,0,0.4385
Starlink-1001,Envisat,18.198,14.479,232,45.5,0.2,76.26636275939865,0,0.99
DEBRIS_B,Cosmos-1408 Debris,1.681,12.526,133,54.1,0.9,139.41409108199613,0,0.2465
Cosmos-1408 Debris,Starlink-1001,2.015,9.624,135,29.6,0.9,160.18441556901487,0,0.4801
DEBRIS_B,ISS,9.208,8.862,140,23.2,0.8,86.40749927603562,0,0.9719
Cosmos-1408 Debris,Starlink-1001,33.242,6.591,135,29.6,0.9,154.51624210647768,0,0.99
DEBRIS_A,Cosmos-1408 Debris,10.71,6.465,5,30.9,0.9,48.24359385685763,0,0.99
Iridium-33 Debris,Hubble,3.048,11.298,233,57.9,0.9,127.85947837772024,0,0.4837
Tiangong,Envisat,3.335,8.218,393,57.1,0.2,163.594187686102,0,0.4018
Tiangong,Cosmos-1408 Debris,2.231,13.742,26,41.1,0.9,79.25932227740972,0,0.2302
DEBRIS_A,Hubble,4.675,0.994,137,23.2,0.8,123.19110406097722,0,0.9744
DEBRIS_A,DEBRIS_B,22.942,3.44,138,23.2,0.8,50.97217725854515,0,0.99
Starlink-1001,Tiangong,0.061,5.377,161,11.5,0.2,19.601954394216335,1,0.2346
ISS,GPS-79,11.969,5.704,19792,3.4,0.2,21.526038848147582,0,0.99
Tiangong,DEBRIS_B,16.049,12.364,159,13.0,0.8,62.9898223934765,0,0.99
DEBRIS_B,Tiangong,3.708,1.294,159,13.0,0.8,119.0830745557428,0,0.9555
ISS,DEBRIS_A,0.447,12.044,2,0.0,0.8,65.66768014773281,0,0.1431
Hubble,Cosmos-1408 Debris,6.236,3.036,132,54.1,0.9,55.446358604624784,0,0.9821
DEBRIS_B,ISS,9.128,8.41,140,23.2,0.8,115.31717803492833,0,0.9744
Tiangong,GPS-79,16.395,6.841,19811,13.5,0.2,26.548837960435396,0,0.99
DEBRIS_A,Starlink-1001,10.081,14.39,140,1.4,0.8,161.1938032786972,0,0.9108
Envisat,DEBRIS_B,19.403,8.739,234,70.1,0.8,24.56414011240676,0,0.99
ISS,DEBRIS_A,3.145,14.202,2,0.0,0.8,57.66369344551612,0,0.252
DEBRIS_A,GPS-79,21.796,9.024,19790,3.4,0.8,84.28559159886355,0,0.99
Starlink-1001,ISS,9.268,0.792,142,1.4,0.2,49.50464351805263,0,0.99
Starlink-1001,Iridium-33 Debris,34.559,1.29,230,33.4,0.9,141.1550002692555,0,0.99
Iridium-33 Debris,Starlink-1001,26.726,5.013,230,33.4,0.9,99.59591933592513,0,0.99
Cosmos-1408 Debris,DEBRIS_B,3.603,0.351,133,54.1,0.9,121.77743438853017,0,0.9706
Envisat,DEBRIS_A,13.957,12.564,372,46.9,0.8,62.61873994766629,0,0.99
ISS,Starlink-1001,7.56,3.042,142,1.4,0.2,101.24267762486603,0,0.9633
Starlink-1001,GPS-79,17.48,4.68,19650,2.0,0.2,63.089139783714714,0,0.99
Cosmos-1408 Debris,DEBRIS_B,67.903,13.512,133,54.1,0.9,48.212219922118145,0,0.99
DEBRIS_A,Starlink-1001,5.588,2.135,140,1.4,0.8,88.39332588952614,0,0.9771
DEBRIS_B,Cosmos-1408 Debris,4.432,2.735,133,54.1,0.9,91.55930679050621,0,0.9607
Cosmos-1408 Debris,Envisat,7.557,13.363,367,16.0,0.9,87.46149432414043,0,0.8277
Envisat,GPS-79,1.03,5.766,19418,43.5,0.2,143.67093919362728,0,0.3069
ISS,Tiangong,5.925,1.168,19,10.2,0.2,49.22477759816439,0,0.9531
ISS,DEBRIS_B,9.584,2.425,140,23.2,0.8,1.3970512164407642,0,0.99
Iridium-33 Debris,DEBRIS_A,3.089,9.869,370,34.8,0.9,76.76329517415647,0,0.5948
ISS,Tiangong,8.875,12.288,19,10.2,0.2,74.06681504859729,0,0.7597
DEBRIS_B,DEBRIS_A,37.983,12.38,138,23.2,0.8,11.075692338890079,0,0.99
Envisat,GPS-79,6.423,11.089,19418,43.5,0.2,110.08440901148383,0,0.5707
Iridium-33 Debris,GPS-79,5.545,3.19,19420,31.4,0.9,68.77565360156945,0,0.9738
Envisat,Cosmos-1408 Debris,3.946,9.573,367,16.0,0.9,115.20015372031942,0,0.7112
GPS-79,ISS,6.077,8.086,19792,3.4,0.2,72.52673747004438,0,0.7336
GPS-79,DEBRIS_A,22.194,3.901,19790,3.4,0.8,32.334158523432876,0,0.99
Tiangong,Envisat,1.802,3.195,393,57.1,0.2,161.70856983588263,0,0.5848
Tiangong,DEBRIS_A,4.472,2.521,21,10.2,0.8,160.69262619721275,0,0.956
DEBRIS_B,Envisat,92.898,8.026,234,70.1,0.8,63.103032216872734,0,0.99
Tiangong,DEBRIS_B,8.401,10.182,159,13.0,0.8,137.41692326000282,0,0.9397
GPS-79,Envisat,0.983,10.427,19418,43.5,0.2,10.476701886269932,0,0.0965
Starlink-1001,DEBRIS_B,19.462,2.137,2,24.5,0.8,57.10304183094258,0,0.99
GPS-79,Hubble,13.067,13.53,19653,26.5,0.2,3.6799761374116606,0,0.9466
Starlink-1001,DEBRIS_B,13.408,13.42,2,24.5,0.8,19.62142259760593,0,0.9863
ISS,Cosmos-1408 Debris,22.556,9.828,7,30.9,0.9,21.75353308268936,0,0.99
GPS-79,Envisat,13.655,5.251,19418,43.5,0.2,62.46493201811519,0,0.99
Iridium-33 Debris,DEBRIS_A,15.174,11.258,370,34.8,0.9,41.90429040027124,0,0.99
Tiangong,Iridium-33 Debris,7.451,12.337,391,44.9,0.9,33.2263467150029,0,0.8611
Envisat,ISS,8.436,0.377,374,46.9,0.2,90.72645739206443,0,0.9891
DEBRIS_B,ISS,0.737,14.502,140,23.2,0.8,122.68287250442786,0,0.0846
Envisat,ISS,83.0,6.475,374,46.9,0.2,149.27806517532514,0,0.99
DEBRIS_A,Iridium-33 Debris,3.898,2.423,370,34.8,0.9,38.76845184848125,0,0.9536
Envisat,Iridium-33 Debris,57.657,11.704,2,12.1,0.9,3.469265318829712,0,0.99
Iridium-33 Debris,Starlink-1001,10.978,5.858,230,33.4,0.9,78.79306228777277,0,0.99
Iridium-33 Debris,DEBRIS_A,1.274,5.729,370,34.8,0.9,167.00471197848165,0,0.6722
Hubble,Tiangong,8.414,1.461,158,13.0,0.2,161.6822175475378,0,0.9848
GPS-79,DEBRIS_A,2.422,14.727,19790,3.4,0.8,123.82574038762976,0,0.167
DEBRIS_A,Iridium-33 Debris,6.599,1.591,370,34.8,0.9,50.51350459119263,0,0.99
DEBRIS_A,Tiangong,5.399,12.931,21,10.2,0.8,82.18515868682236,0,0.6036
Iridium-33 Debris,ISS,0.952,2.398,372,34.8,0.9,36.95768263844868,0,0.8259
Envisat,ISS,11.893,7.878,374,46.9,0.2,121.94634250077601,0,0.9817
ISS,DEBRIS_A,6.666,10.78,2,0.0,0.8,97.16161972926214,0,0.8454
ISS,GPS-79,15.942,1.361,19792,3.4,0.2,159.6427112791373,0,0.99
Tiangong,DEBRIS_A,66.008,8.933,21,10.2,0.8,27.0570069696211,0,0.99
GPS-79,DEBRIS_B,12.944,12.103,19652,26.5,0.8,81.7834195278456,0,0.9884
DEBRIS_B,Iridium-33 Debris,0.818,11.462,232,57.9,0.9,50.54568764951167,0,0.2262
Hubble,DEBRIS_A,5.733,8.791,137,23.2,0.8,81.34803871441291,0,0.8617
Cosmos-1408 Debris,ISS,13.172,4.156,7,30.9,0.9,145.41903474197204,0,0.99
GPS-79,Envisat,68.822,14.038,19418,43.5,0.2,89.61365563141885,0,0.99
Tiangong,Envisat,0.741,14.503,393,57.1,0.2,21.30043546826989,0,0.0271
Envisat,ISS,14.195,10.053,374,46.9,0.2,39.854062689715384,0,0.9888
Tiangong,GPS-79,1.726,0.852,19811,13.5,0.2,149.4076194951087,0,0.7325
Cosmos-1408 Debris,ISS,3.954,4.161,7,30.9,0.9,37.092328639172806,0,0.9261
Cosmos-1408 Debris,GPS-79,21.242,11.92,19785,27.6,0.9,116.84988731811049,0,0.99
Cosmos-1408 Debris,Envisat,13.004,12.622,367,16.0,0.9,63.892229633387004,0,0.9892
GPS-79,Hubble,38.049,4.955,19653,26.5,0.2,17.73421207658421,0,0.99
DEBRIS_B,Cosmos-1408 Debris,15.436,14.083,133,54.1,0.9,165.0279074581984,0,0.99
Tiangong,Cosmos-1408 Debris,0.393,3.343,26,41.1,0.9,73.71896781601843,0,0.7298
Iridium-33 Debris,DEBRIS_B,6.649,6.376,232,57.9,0.9,98.50059769780297,0,0.9613
DEBRIS_A,Iridium-33 Debris,24.629,8.056,370,34.8,0.9,133.40038951194876,0,0.99
DEBRIS_B,Tiangong,41.395,12.092,159,13.0,0.8,122.81711168115613,0,0.99
Hubble,Iridium-33 Debris,1.575,6.537,233,57.9,0.9,12.782313193701594,0,0.6517
Iridium-33 Debris,Cosmos-1408 Debris,9.437,8.893,365,3.8,0.9,7.97558630299517,0,0.9792
Hubble,DEBRIS_A,8.684,2.292,137,23.2,0.8,16.939860747192608,0,0.99
Envisat,DEBRIS_A,19.93,8.313,372,46.9,0.8,153.3304087756653,0,0.99
Hubble,ISS,17.808,12.161,139,23.2,0.2,117.98302314604871,0,0.99
Hubble,GPS-79,7.139,12.906,19653,26.5,0.2,72.61943600567037,0,0.5243
Envisat,Cosmos-1408 Debris,3.937,3.929,367,16.0,0.9,60.81605072285609,0,0.9302
Iridium-33 Debris,Hubble,45.25,8.449,233,57.9,0.9,30.53883398296425,0,0.99
Iridium-33 Debris,Cosmos-1408 Debris,17.676,5.156,365,3.8,0.9,41.92332785074462,0,0.99
Tiangong,Iridium-33 Debris,2.302,12.217,391,44.9,0.9,101.56113228165722,0,0.3287
DEBRIS_A,Envisat,6.085,11.325,372,46.9,0.8,45.640731144695216,0,0.7764
Envisat,Cosmos-1408 Debris,5.21,10.647,367,16.0,0.9,117.6253609017649,0,0.7704
DEBRIS_B,Tiangong,4.466,13.788,159,13.0,0.8,94.71367892312223,0,0.4248
DEBRIS_A,Envisat,23.536,6.671,372,46.9,0.8,87.43590229767868,0,0.99
ISS,Iridium-33 Debris,21.941,6.599,372,34.8,0.9,29.827165732838186,0,0.99
DEBRIS_B,Hubble,31.043,4.701,1,0.0,0.8,117.74741601303519,0,0.99
ISS,Cosmos-1408 Debris,1.019,8.015,7,30.9,0.9,22.956966419362978,0,0.4762
DEBRIS_B,ISS,1.472,0.724,140,23.2,0.8,84.72918624642914,0,0.8927
Envisat,Tiangong,12.202,12.539,393,57.1,0.2,68.8497524767258,0,0.9393
DEBRIS_A,Starlink-1001,15.823,1.078,140,1.4,0.8,16.95158650747908,0,0.99
Cosmos-1408 Debris,Envisat,1.834,6.525,367,16.0,0.9,35.71644687380148,0,0.6813
GPS-79,Iridium-33 Debris,13.201,2.748,19420,31.4,0.9,5.740296446449306,0,0.99
DEBRIS_A,Cosmos-1408 Debris,2.516,0.948,5,30.9,0.9,81.08087392646343,0,0.9412
DEBRIS_A,Tiangong,5.329,4.706,21,10.2,0.8,16.53880697828576,0,0.9455
Cosmos-1408 Debris,DEBRIS_B,33.452,2.266,133,54.1,0.9,94.70023364110273,0,0.99
Iridium-33 Debris,Cosmos-1408 Debris,2.938,2.679,365,3.8,0.9,103.59280861003467,0,0.9217
GPS-79,Tiangong,1.927,8.8,19811,13.5,0.2,164.48575282808508,0,0.2182
Tiangong,Hubble,6.874,12.972,158,13.0,0.2,5.016344502571752,0,0.4863
GPS-79,Cosmos-1408 Debris,9.94,10.335,19785,27.6,0.9,129.97806861714318,0,0.9751
DEBRIS_A,Cosmos-1408 Debris,8.754,8.174,5,30.9,0.9,102.08902107569742,0,0.9764
Envisat,Starlink-1001,8.459,8.547,232,45.5,0.2,139.37359971136385,0,0.8875
DEBRIS_B,Iridium-33 Debris,27.305,8.206,232,57.9,0.9,124.04202990081265,0,0.99
Hubble,Starlink-1001,0.264,5.804,3,24.5,0.2,135.89770572014282,0,0.2298
Envisat,DEBRIS_A,14.158,5.944,372,46.9,0.8,86.06358275766986,0,0.99
